relative_path,note,note_obsidian,attachment,quarantined,extract_status,size
工具/运营工具/2025亚马逊Listing新规标题自查表.xlsx,10_亚马逊知识库同步/工具/运营工具/2025亚马逊Listing新规标题自查表.md,10_亚马逊知识库同步/工具/运营工具/2025亚马逊Listing新规标题自查表,Attachments/亚马逊知识库原件/工具/运营工具/2025亚马逊Listing新规标题自查表.xlsx,no,ok,20768
工具/运营工具/2025年最新秒杀最低价自动计算表V2.xlsx,10_亚马逊知识库同步/工具/运营工具/2025年最新秒杀最低价自动计算表V2.md,10_亚马逊知识库同步/工具/运营工具/2025年最新秒杀最低价自动计算表V2,Attachments/亚马逊知识库原件/工具/运营工具/2025年最新秒杀最低价自动计算表V2.xlsx,no,ok,544219
工具/运营工具/AMZ选品利润指标.xlsx,10_亚马逊知识库同步/工具/运营工具/AMZ选品利润指标.md,10_亚马逊知识库同步/工具/运营工具/AMZ选品利润指标,Attachments/亚马逊知识库原件/工具/运营工具/AMZ选品利润指标.xlsx,no,ok,18465
工具/运营工具/CPC广告竞价计算器.xlsx,10_亚马逊知识库同步/工具/运营工具/CPC广告竞价计算器.md,10_亚马逊知识库同步/工具/运营工具/CPC广告竞价计算器,Attachments/亚马逊知识库原件/工具/运营工具/CPC广告竞价计算器.xlsx,no,ok,11351
工具/运营工具/listing利润表模板.xlsx,10_亚马逊知识库同步/工具/运营工具/listing利润表模板.md,10_亚马逊知识库同步/工具/运营工具/listing利润表模板,Attachments/亚马逊知识库原件/工具/运营工具/listing利润表模板.xlsx,no,ok,152021
工具/运营工具/亚马逊FBA配送费和仓储费自动计算 旺季费率.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 旺季费率.md,10_亚马逊知识库同步/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 旺季费率,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 旺季费率.xlsx,no,ok,161105
工具/运营工具/亚马逊FBA配送费和仓储费自动计算 非旺季费率.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 非旺季费率.md,10_亚马逊知识库同步/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 非旺季费率,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊FBA配送费和仓储费自动计算 非旺季费率.xlsx,no,ok,593993
工具/运营工具/亚马逊listingSEO埋词自动检测.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊listingSEO埋词自动检测.md,10_亚马逊知识库同步/工具/运营工具/亚马逊listingSEO埋词自动检测,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊listingSEO埋词自动检测.xlsx,no,ok,23162
工具/运营工具/亚马逊实用网站汇总.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊实用网站汇总.md,10_亚马逊知识库同步/工具/运营工具/亚马逊实用网站汇总,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊实用网站汇总.xlsx,no,ok,76505
工具/运营工具/亚马逊毛利计算和退款统计表.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊毛利计算和退款统计表.md,10_亚马逊知识库同步/工具/运营工具/亚马逊毛利计算和退款统计表,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊毛利计算和退款统计表.xlsx,no,ok,657810
工具/运营工具/亚马逊运营实用工具合集.pdf,10_亚马逊知识库同步/工具/运营工具/亚马逊运营实用工具合集.md,10_亚马逊知识库同步/工具/运营工具/亚马逊运营实用工具合集,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊运营实用工具合集.pdf,no,ok,194214
工具/运营工具/亚马逊运营工具箱.xlsx,10_亚马逊知识库同步/工具/运营工具/亚马逊运营工具箱.md,10_亚马逊知识库同步/工具/运营工具/亚马逊运营工具箱,Attachments/亚马逊知识库原件/工具/运营工具/亚马逊运营工具箱.xlsx,no,ok,13731
工具/运营工具/产品开发表格.xlsx,10_亚马逊知识库同步/工具/运营工具/产品开发表格.md,10_亚马逊知识库同步/工具/运营工具/产品开发表格,Attachments/亚马逊知识库原件/工具/运营工具/产品开发表格.xlsx,no,ok,1450375
工具/运营工具/产品调研报告模板.xlsx,10_亚马逊知识库同步/工具/运营工具/产品调研报告模板.md,10_亚马逊知识库同步/工具/运营工具/产品调研报告模板,Attachments/亚马逊知识库原件/工具/运营工具/产品调研报告模板.xlsx,no,ok,1743023
工具/运营工具/售价利润计算模板.xlsx,10_亚马逊知识库同步/工具/运营工具/售价利润计算模板.md,10_亚马逊知识库同步/工具/运营工具/售价利润计算模板,Attachments/亚马逊知识库原件/工具/运营工具/售价利润计算模板.xlsx,no,ok,51270
工具/运营工具/多维度调研分值风险评估表.xlsx,10_亚马逊知识库同步/工具/运营工具/多维度调研分值风险评估表.md,10_亚马逊知识库同步/工具/运营工具/多维度调研分值风险评估表,Attachments/亚马逊知识库原件/工具/运营工具/多维度调研分值风险评估表.xlsx,no,ok,14977
工具/运营工具/新coupon及秒杀费用差异（内含新秒杀费用计算）.xlsx,10_亚马逊知识库同步/工具/运营工具/新coupon及秒杀费用差异（内含新秒杀费用计算）.md,10_亚马逊知识库同步/工具/运营工具/新coupon及秒杀费用差异（内含新秒杀费用计算）,Attachments/亚马逊知识库原件/工具/运营工具/新coupon及秒杀费用差异（内含新秒杀费用计算）.xlsx,no,ok,1439237
工具/运营工具/竞争对手分析表.xls,10_亚马逊知识库同步/工具/运营工具/竞争对手分析表.md,10_亚马逊知识库同步/工具/运营工具/竞争对手分析表,Attachments/亚马逊知识库原件/工具/运营工具/竞争对手分析表.xls,no,metadata_only,32256
工具/运营工具/竞品调研&推广计划表.xlsx,10_亚马逊知识库同步/工具/运营工具/竞品调研&推广计划表.md,10_亚马逊知识库同步/工具/运营工具/竞品调研&推广计划表,Attachments/亚马逊知识库原件/工具/运营工具/竞品调研&推广计划表.xlsx,no,ok,700956
工具/运营工具/竞品调研模板.xlsx,10_亚马逊知识库同步/工具/运营工具/竞品调研模板.md,10_亚马逊知识库同步/工具/运营工具/竞品调研模板,Attachments/亚马逊知识库原件/工具/运营工具/竞品调研模板.xlsx,no,ok,22857
工具/运营工具/竞对分析.xlsx,10_亚马逊知识库同步/工具/运营工具/竞对分析.md,10_亚马逊知识库同步/工具/运营工具/竞对分析,Attachments/亚马逊知识库原件/工具/运营工具/竞对分析.xlsx,no,ok,367825
工具/运营工具/补货建议模板.xlsx,10_亚马逊知识库同步/工具/运营工具/补货建议模板.md,10_亚马逊知识库同步/工具/运营工具/补货建议模板,Attachments/亚马逊知识库原件/工具/运营工具/补货建议模板.xlsx,no,ok,723634
工具/运营工具/表格-产品分析-通用.xlsx,10_亚马逊知识库同步/工具/运营工具/表格-产品分析-通用.md,10_亚马逊知识库同步/工具/运营工具/表格-产品分析-通用,Attachments/亚马逊知识库原件/工具/运营工具/表格-产品分析-通用.xlsx,no,ok,250847
工具/运营工具/运营过程中遇到问题查询手册---邮箱.xls,10_亚马逊知识库同步/工具/运营工具/运营过程中遇到问题查询手册---邮箱.md,10_亚马逊知识库同步/工具/运营工具/运营过程中遇到问题查询手册---邮箱,Attachments/亚马逊知识库原件/工具/运营工具/运营过程中遇到问题查询手册---邮箱.xls,no,metadata_only,99328
开店认知/后台功能扫盲/coupon优惠券.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/coupon优惠券.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/coupon优惠券,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/coupon优惠券.pdf,no,ok,907373
开店认知/后台功能扫盲/VINE计划.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/VINE计划.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/VINE计划,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/VINE计划.pdf,no,ok,1079658
开店认知/后台功能扫盲/买家之声.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/买家之声.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/买家之声,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/买家之声.pdf,no,ok,4461060
开店认知/后台功能扫盲/亚马逊商机探测器.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/亚马逊商机探测器.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/亚马逊商机探测器,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/亚马逊商机探测器.pdf,no,ok,5464836
开店认知/后台功能扫盲/亚马逊选品指南针.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/亚马逊选品指南针.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/亚马逊选品指南针,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/亚马逊选品指南针.pdf,no,ok,3721209
开店认知/后台功能扫盲/促销使用技巧.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/促销使用技巧.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/促销使用技巧,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/促销使用技巧.pdf,no,ok,1442876
开店认知/后台功能扫盲/促销工具概述.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/促销工具概述.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/促销工具概述,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/促销工具概述.pdf,no,ok,963678
开店认知/后台功能扫盲/合身洞察介绍.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/合身洞察介绍.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/合身洞察介绍,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/合身洞察介绍.pdf,no,ok,4655328
开店认知/后台功能扫盲/增长潜力看板.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/增长潜力看板.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/增长潜力看板,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/增长潜力看板.pdf,no,ok,3636984
开店认知/后台功能扫盲/客户退货分析和洞察报告介绍.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/客户退货分析和洞察报告介绍.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/客户退货分析和洞察报告介绍,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/客户退货分析和洞察报告介绍.pdf,no,ok,4980161
开店认知/后台功能扫盲/尺码表自主工具介绍.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/尺码表自主工具介绍.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/尺码表自主工具介绍,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/尺码表自主工具介绍.pdf,no,ok,3384708
开店认知/后台功能扫盲/建立亚马逊业务报告.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/建立亚马逊业务报告.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/建立亚马逊业务报告,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/建立亚马逊业务报告.pdf,no,ok,9428309
开店认知/后台功能扫盲/日本站-亚马逊积分.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/日本站-亚马逊积分.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/日本站-亚马逊积分,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/日本站-亚马逊积分.pdf,no,ok,842651
开店认知/后台功能扫盲/降低退货率.pdf,10_亚马逊知识库同步/开店认知/后台功能扫盲/降低退货率.md,10_亚马逊知识库同步/开店认知/后台功能扫盲/降低退货率,Attachments/亚马逊知识库原件/开店认知/后台功能扫盲/降低退货率.pdf,no,ok,6475700
开店认知/商品详情页面/1.1-Listing是什么.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/1.1-Listing是什么.md,10_亚马逊知识库同步/开店认知/商品详情页面/1.1-Listing是什么,Attachments/亚马逊知识库原件/开店认知/商品详情页面/1.1-Listing是什么.pdf,no,ok,2743241
开店认知/商品详情页面/AI赋能Listing全流程.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/AI赋能Listing全流程.md,10_亚马逊知识库同步/开店认知/商品详情页面/AI赋能Listing全流程,Attachments/亚马逊知识库原件/开店认知/商品详情页面/AI赋能Listing全流程.pdf,no,ok,4573363
开店认知/商品详情页面/Listing上传常见报错类型.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/Listing上传常见报错类型.md,10_亚马逊知识库同步/开店认知/商品详情页面/Listing上传常见报错类型,Attachments/亚马逊知识库原件/开店认知/商品详情页面/Listing上传常见报错类型.pdf,no,ok,3929362
开店认知/商品详情页面/上传Listing前的基本操作.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/上传Listing前的基本操作.md,10_亚马逊知识库同步/开店认知/商品详情页面/上传Listing前的基本操作,Attachments/亚马逊知识库原件/开店认知/商品详情页面/上传Listing前的基本操作.pdf,no,ok,2383945
开店认知/商品详情页面/上传Listing的具体操作及质量自查.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/上传Listing的具体操作及质量自查.md,10_亚马逊知识库同步/开店认知/商品详情页面/上传Listing的具体操作及质量自查,Attachments/亚马逊知识库原件/开店认知/商品详情页面/上传Listing的具体操作及质量自查.pdf,no,ok,6036562
开店认知/商品详情页面/通过买家购买流程了解Listing重要性.pdf,10_亚马逊知识库同步/开店认知/商品详情页面/通过买家购买流程了解Listing重要性.md,10_亚马逊知识库同步/开店认知/商品详情页面/通过买家购买流程了解Listing重要性,Attachments/亚马逊知识库原件/开店认知/商品详情页面/通过买家购买流程了解Listing重要性.pdf,no,ok,1891289
开店认知/账号类型/1.1 开通多类目.pdf,10_亚马逊知识库同步/开店认知/账号类型/1.1 开通多类目.md,10_亚马逊知识库同步/开店认知/账号类型/1.1 开通多类目,Attachments/亚马逊知识库原件/开店认知/账号类型/1.1 开通多类目.pdf,no,ok,292602
开店认知/账号类型/1.2 VC上传产品步骤.pdf,10_亚马逊知识库同步/开店认知/账号类型/1.2 VC上传产品步骤.md,10_亚马逊知识库同步/开店认知/账号类型/1.2 VC上传产品步骤,Attachments/亚马逊知识库原件/开店认知/账号类型/1.2 VC上传产品步骤.pdf,no,ok,1804550
开店认知/账号类型/1.4 VC订单确认.pdf,10_亚马逊知识库同步/开店认知/账号类型/1.4 VC订单确认.md,10_亚马逊知识库同步/开店认知/账号类型/1.4 VC订单确认,Attachments/亚马逊知识库原件/开店认知/账号类型/1.4 VC订单确认.pdf,no,ok,570341
开店认知/账号类型/1.8 VC制作发票.pdf,10_亚马逊知识库同步/开店认知/账号类型/1.8 VC制作发票.md,10_亚马逊知识库同步/开店认知/账号类型/1.8 VC制作发票,Attachments/亚马逊知识库原件/开店认知/账号类型/1.8 VC制作发票.pdf,no,ok,397775
开店认知/账号类型/VC添加修改产品图片.pdf,10_亚马逊知识库同步/开店认知/账号类型/VC添加修改产品图片.md,10_亚马逊知识库同步/开店认知/账号类型/VC添加修改产品图片,Attachments/亚马逊知识库原件/开店认知/账号类型/VC添加修改产品图片.pdf,no,ok,601284
开店认知/跨境物流基础知识/FBA介绍.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA介绍.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA介绍,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/FBA介绍.pdf,no,ok,2787897
开店认知/跨境物流基础知识/FBA入仓准备工作.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA入仓准备工作.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA入仓准备工作,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/FBA入仓准备工作.pdf,no,ok,15809867
开店认知/跨境物流基础知识/FBA入仓黄金法则.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA入仓黄金法则.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/FBA入仓黄金法则,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/FBA入仓黄金法则.pdf,no,ok,9703572
开店认知/跨境物流基础知识/MFN介绍.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/MFN介绍.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/MFN介绍,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/MFN介绍.pdf,no,ok,19224426
开店认知/跨境物流基础知识/亚马逊FBA费用地图（北美站点）.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊FBA费用地图（北美站点）.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊FBA费用地图（北美站点）,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/亚马逊FBA费用地图（北美站点）.pdf,no,ok,8171225
开店认知/跨境物流基础知识/亚马逊FBA费用最新咨询.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊FBA费用最新咨询.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊FBA费用最新咨询,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/亚马逊FBA费用最新咨询.pdf,no,ok,3216007
开店认知/跨境物流基础知识/亚马逊供应链整体解决方案.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊供应链整体解决方案.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊供应链整体解决方案,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/亚马逊供应链整体解决方案.pdf,no,ok,7223942
开店认知/跨境物流基础知识/亚马逊入库难题诊断器.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊入库难题诊断器.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊入库难题诊断器,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/亚马逊入库难题诊断器.pdf,no,ok,11673022
开店认知/跨境物流基础知识/亚马逊跨境物流解决方案.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊跨境物流解决方案.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/亚马逊跨境物流解决方案,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/亚马逊跨境物流解决方案.pdf,no,ok,10071416
开店认知/跨境物流基础知识/入库配置服务费减免：优化选项打包法.pdf,10_亚马逊知识库同步/开店认知/跨境物流基础知识/入库配置服务费减免：优化选项打包法.md,10_亚马逊知识库同步/开店认知/跨境物流基础知识/入库配置服务费减免：优化选项打包法,Attachments/亚马逊知识库原件/开店认知/跨境物流基础知识/入库配置服务费减免：优化选项打包法.pdf,no,ok,3203565
爆款打造/数据复盘/亚马逊ABA报告的分析与应用.docx,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊ABA报告的分析与应用.md,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊ABA报告的分析与应用,Attachments/亚马逊知识库原件/爆款打造/数据复盘/亚马逊ABA报告的分析与应用.docx,no,ok,1163703
爆款打造/数据复盘/亚马逊Listing断货后，如何快速冲击恢复排名？.pdf,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊Listing断货后，如何快速冲击恢复排名？.md,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊Listing断货后，如何快速冲击恢复排名？,Attachments/亚马逊知识库原件/爆款打造/数据复盘/亚马逊Listing断货后，如何快速冲击恢复排名？.pdf,no,ok,1991722
爆款打造/数据复盘/亚马逊关键词跟踪表模板.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊关键词跟踪表模板.md,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊关键词跟踪表模板,Attachments/亚马逊知识库原件/爆款打造/数据复盘/亚马逊关键词跟踪表模板.xlsx,no,ok,288731
爆款打造/数据复盘/亚马逊新品推广节奏跟踪表.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊新品推广节奏跟踪表.md,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊新品推广节奏跟踪表,Attachments/亚马逊知识库原件/爆款打造/数据复盘/亚马逊新品推广节奏跟踪表.xlsx,no,ok,175040
爆款打造/数据复盘/亚马逊运营日常工作账号数据追踪总表.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊运营日常工作账号数据追踪总表.md,10_亚马逊知识库同步/爆款打造/数据复盘/亚马逊运营日常工作账号数据追踪总表,Attachments/亚马逊知识库原件/爆款打造/数据复盘/亚马逊运营日常工作账号数据追踪总表.xlsx,no,ok,107359
爆款打造/数据复盘/清货方法大全.xmind,10_亚马逊知识库同步/爆款打造/数据复盘/清货方法大全.md,10_亚马逊知识库同步/爆款打造/数据复盘/清货方法大全,Attachments/亚马逊知识库原件/爆款打造/数据复盘/清货方法大全.xmind,no,ok,416864
爆款打造/数据复盘/运营数据监控汇总表.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/运营数据监控汇总表.md,10_亚马逊知识库同步/爆款打造/数据复盘/运营数据监控汇总表,Attachments/亚马逊知识库原件/爆款打造/数据复盘/运营数据监控汇总表.xlsx,no,ok,34528
爆款打造/数据复盘/运营数据统计表.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/运营数据统计表.md,10_亚马逊知识库同步/爆款打造/数据复盘/运营数据统计表,Attachments/亚马逊知识库原件/爆款打造/数据复盘/运营数据统计表.xlsx,no,ok,527249
爆款打造/数据复盘/运营日常复盘表格.xlsx,10_亚马逊知识库同步/爆款打造/数据复盘/运营日常复盘表格.md,10_亚马逊知识库同步/爆款打造/数据复盘/运营日常复盘表格,Attachments/亚马逊知识库原件/爆款打造/数据复盘/运营日常复盘表格.xlsx,no,ok,1329034
爆款打造/新品推广/1 亚马逊新品最强推广计划方案.pdf,10_亚马逊知识库同步/爆款打造/新品推广/1 亚马逊新品最强推广计划方案.md,10_亚马逊知识库同步/爆款打造/新品推广/1 亚马逊新品最强推广计划方案,Attachments/亚马逊知识库原件/爆款打造/新品推广/1 亚马逊新品最强推广计划方案.pdf,no,ok,3746144
爆款打造/新品推广/1 亚马逊新品高效测款最强技巧.pdf,10_亚马逊知识库同步/爆款打造/新品推广/1 亚马逊新品高效测款最强技巧.md,10_亚马逊知识库同步/爆款打造/新品推广/1 亚马逊新品高效测款最强技巧,Attachments/亚马逊知识库原件/爆款打造/新品推广/1 亚马逊新品高效测款最强技巧.pdf,no,ok,90499
爆款打造/新品推广/1 掌握两个核心指标，新品推广成功率提升50%.pdf,10_亚马逊知识库同步/爆款打造/新品推广/1 掌握两个核心指标，新品推广成功率提升50%.md,10_亚马逊知识库同步/爆款打造/新品推广/1 掌握两个核心指标，新品推广成功率提升50%,Attachments/亚马逊知识库原件/爆款打造/新品推广/1 掌握两个核心指标，新品推广成功率提升50%.pdf,no,ok,83546
爆款打造/新品推广/15天让出单不稳定链接稳步增量盈利.pdf,10_亚马逊知识库同步/爆款打造/新品推广/15天让出单不稳定链接稳步增量盈利.md,10_亚马逊知识库同步/爆款打造/新品推广/15天让出单不稳定链接稳步增量盈利,Attachments/亚马逊知识库原件/爆款打造/新品推广/15天让出单不稳定链接稳步增量盈利.pdf,no,ok,1280208
爆款打造/新品推广/2.7 亚马逊运营SOP计划表.xlsx,10_亚马逊知识库同步/爆款打造/新品推广/2.7 亚马逊运营SOP计划表.md,10_亚马逊知识库同步/爆款打造/新品推广/2.7 亚马逊运营SOP计划表,Attachments/亚马逊知识库原件/爆款打造/新品推广/2.7 亚马逊运营SOP计划表.xlsx,no,ok,221806
爆款打造/新品推广/30天切入新类目，亚马逊新品推广速效打法.pdf,10_亚马逊知识库同步/爆款打造/新品推广/30天切入新类目，亚马逊新品推广速效打法.md,10_亚马逊知识库同步/爆款打造/新品推广/30天切入新类目，亚马逊新品推广速效打法,Attachments/亚马逊知识库原件/爆款打造/新品推广/30天切入新类目，亚马逊新品推广速效打法.pdf,no,ok,2218304
爆款打造/新品推广/4天把新品关键词自然排名推到前3页.pdf,10_亚马逊知识库同步/爆款打造/新品推广/4天把新品关键词自然排名推到前3页.md,10_亚马逊知识库同步/爆款打造/新品推广/4天把新品关键词自然排名推到前3页,Attachments/亚马逊知识库原件/爆款打造/新品推广/4天把新品关键词自然排名推到前3页.pdf,no,ok,344970
爆款打造/新品推广/亚马逊公司落地的新品运营方案.pdf,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊公司落地的新品运营方案.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊公司落地的新品运营方案,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊公司落地的新品运营方案.pdf,no,ok,1682404
爆款打造/新品推广/亚马逊新品四周爆款打造—每天行动细节.xls,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品四周爆款打造—每天行动细节.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品四周爆款打造—每天行动细节,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品四周爆款打造—每天行动细节.xls,no,metadata_only,31744
爆款打造/新品推广/亚马逊新品打爆流程.png,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品打爆流程.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品打爆流程,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品打爆流程.png,no,metadata_only,1164282
爆款打造/新品推广/亚马逊新品推广五步法.xmind,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广五步法.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广五步法,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广五步法.xmind,no,ok,222279
爆款打造/新品推广/亚马逊新品推广全流程：从入门到精通.pdf,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广全流程：从入门到精通.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广全流程：从入门到精通,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广全流程：从入门到精通.pdf,no,ok,249740
爆款打造/新品推广/亚马逊新品推广流程sop.docx,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广流程sop.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广流程sop,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广流程sop.docx,no,ok,19366
爆款打造/新品推广/亚马逊新品推广节流型广告打法.pdf,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广节流型广告打法.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广节流型广告打法,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广节流型广告打法.pdf,no,ok,1429994
爆款打造/新品推广/亚马逊新品推广超细节操作.xlsx,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广超细节操作.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广超细节操作,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广超细节操作.xlsx,no,ok,14966
爆款打造/新品推广/亚马逊新品推广超详细实操步骤.xlsx,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广超详细实操步骤.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品推广超详细实操步骤,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品推广超详细实操步骤.xlsx,no,ok,13899
爆款打造/新品推广/亚马逊新品期：竞品库搭建与关键词破局策略.docx,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品期：竞品库搭建与关键词破局策略.md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊新品期：竞品库搭建与关键词破局策略,Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊新品期：竞品库搭建与关键词破局策略.docx,no,ok,790689
爆款打造/新品推广/亚马逊运营推广计划-详细到周（可复制） (2).pdf,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊运营推广计划-详细到周（可复制） (2).md,10_亚马逊知识库同步/爆款打造/新品推广/亚马逊运营推广计划-详细到周（可复制） (2),Attachments/亚马逊知识库原件/爆款打造/新品推广/亚马逊运营推广计划-详细到周（可复制） (2).pdf,no,ok,322500
